id,product,season,color,color_parent,size,categoria,nivel,temporada,style,print
00c7bc77-ac02-4fe6-83c8-26a4bd2f3e02,carwilly jeans skinny ,9,white,white,XL,jeans,1,cold,street,no print
00c7bc77-ac02-4fe6-83c8-26a4bd2f3e02,carwilly jeans skinny ,9,white,white,XXXL,jeans,1,cold,street,no print
00cef638-ccb2-4ed6-8256-1cd62a187bf3,brun tshirt bananas,7,blue_dark,blue,XXL,shirt,2,cold,casual,no print
00cef638-ccb2-4ed6-8256-1cd62a187bf3,brun tshirt bananas,7,blue_dark,blue,XL,shirt,2,cold,casual,no print
00cef638-ccb2-4ed6-8256-1cd62a187bf3,brun tshirt bananas,7,blue_dark,blue,L,shirt,2,cold,casual,no print
00cef638-ccb2-4ed6-8256-1cd62a187bf3,brun tshirt bananas,7,blue_dark,blue,S,shirt,2,cold,casual,no print
00cef638-ccb2-4ed6-8256-1cd62a187bf3,brun tshirt bananas,7,blue_dark,blue,M,shirt,2,cold,casual,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,XS,shorts,1,atemporal,classic,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,XXL,shorts,1,atemporal,classic,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,XL,shorts,1,atemporal,classic,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,L,shorts,1,atemporal,classic,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,S,shorts,1,atemporal,classic,no print
00efaf4b-69ac-4ae1-9a17-027ecf6d05af,vichino short noos ,9,beige,beige,M,shorts,1,atemporal,classic,no print
00f6b0fa-7203-420b-a938-27226d9faeb8,onlsara parka long,8,black,black,XS,parka,3,atemporal,boho,no print
00f6b0fa-7203-420b-a938-27226d9faeb8,onlsara parka long,8,black,black,XL,parka,3,atemporal,boho,no print
00f6b0fa-7203-420b-a938-27226d9faeb8,onlsara parka long,8,black,black,L,parka,3,atemporal,boho,no print
00f6b0fa-7203-420b-a938-27226d9faeb8,onlsara parka long,8,black,black,S,parka,3,atemporal,boho,no print
00f6b0fa-7203-420b-a938-27226d9faeb8,onlsara parka long,8,black,black,M,parka,3,atemporal,boho,no print
01141fa7-9b06-4716-834a-a82e77d25e94,onlnorth coat nylon ,8,grey_dark,grey,XS,coat,3,atemporal,casual,no print
01141fa7-9b06-4716-834a-a82e77d25e94,onlnorth coat nylon ,8,grey_dark,grey,XL,coat,3,atemporal,casual,no print
01141fa7-9b06-4716-834a-a82e77d25e94,onlnorth coat nylon ,8,grey_dark,grey,L,coat,3,atemporal,casual,no print
01141fa7-9b06-4716-834a-a82e77d25e94,onlnorth coat nylon ,8,grey_dark,grey,S,coat,3,atemporal,casual,no print
01141fa7-9b06-4716-834a-a82e77d25e94,onlnorth coat nylon ,8,grey_dark,grey,M,coat,3,atemporal,casual,no print
014db934-9a22-410a-bb15-d70b64d57309,viwise coat garden ,7,green_dark,green,XXL,coat,3,cold,classic,no print
014db934-9a22-410a-bb15-d70b64d57309,viwise coat garden ,7,green_dark,green,XL,coat,3,cold,classic,no print
014db934-9a22-410a-bb15-d70b64d57309,viwise coat garden ,7,green_dark,green,L,coat,3,cold,classic,no print
014db934-9a22-410a-bb15-d70b64d57309,viwise coat garden ,7,green_dark,green,S,coat,3,cold,classic,no print
014db934-9a22-410a-bb15-d70b64d57309,viwise coat garden ,7,green_dark,green,M,coat,3,cold,classic,no print
0153b90a-993d-4d23-aaa7-d31253a7290c,sweet tshirt vneck ,9,black,black,XS,shirt,2,atemporal,casual,no print
0153b90a-993d-4d23-aaa7-d31253a7290c,sweet tshirt vneck ,9,black,black,XL,shirt,2,atemporal,casual,no print
0153b90a-993d-4d23-aaa7-d31253a7290c,sweet tshirt vneck ,9,black,black,L,shirt,2,atemporal,casual,no print
0153b90a-993d-4d23-aaa7-d31253a7290c,sweet tshirt vneck ,9,black,black,S,shirt,2,atemporal,casual,no print
0153b90a-993d-4d23-aaa7-d31253a7290c,sweet tshirt vneck ,9,black,black,M,shirt,2,atemporal,casual,no print
0163b41b-8061-4995-9115-65957ac73525,pcellen sweater noos,8,mustand,yellow,XS,sweater,2,cold,boho,no print
0163b41b-8061-4995-9115-65957ac73525,pcellen sweater noos,8,mustand,yellow,XL,sweater,2,cold,boho,no print
0163b41b-8061-4995-9115-65957ac73525,pcellen sweater noos,8,mustand,yellow,L,sweater,2,cold,boho,no print
0163b41b-8061-4995-9115-65957ac73525,pcellen sweater noos,8,mustand,yellow,S,sweater,2,cold,boho,no print
0163b41b-8061-4995-9115-65957ac73525,pcellen sweater noos,8,mustand,yellow,M,sweater,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,8,brown_light,brown,XS,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,9,brown_light,brown,XS,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,7,brown_light,brown,XS,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,8,brown_light,brown,XL,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,9,brown_light,brown,XL,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,7,brown_light,brown,XL,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,8,brown_light,brown,L,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,9,brown_light,brown,L,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,7,brown_light,brown,L,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,8,brown_light,brown,S,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,9,brown_light,brown,S,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,7,brown_light,brown,S,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,8,brown_light,brown,M,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,9,brown_light,brown,M,cardigan,2,cold,boho,no print
016c8e92-c49a-4619-95ef-2b4c8aaf338a,viril cardigan noos,7,brown_light,brown,M,cardigan,2,cold,boho,no print
01785177-92ef-40e9-a65f-ea46da938610,abby dress caribbean,7,red,red,XXL,dress,1,atemporal,street,no print
01785177-92ef-40e9-a65f-ea46da938610,abby dress caribbean,7,red,red,XL,dress,1,atemporal,street,no print
01785177-92ef-40e9-a65f-ea46da938610,abby dress caribbean,7,red,red,L,dress,1,atemporal,street,no print
01785177-92ef-40e9-a65f-ea46da938610,abby dress caribbean,7,red,red,S,dress,1,atemporal,street,no print
01785177-92ef-40e9-a65f-ea46da938610,abby dress caribbean,7,red,red,M,dress,1,atemporal,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,8,blue_dark,blue,XXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,9,blue_dark,blue,XXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,7,blue_dark,blue,XXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,8,blue_dark,blue,XXXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,9,blue_dark,blue,XXXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,7,blue_dark,blue,XXXL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,8,blue_dark,blue,XL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,9,blue_dark,blue,XL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,7,blue_dark,blue,XL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,8,blue_dark,blue,L,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,9,blue_dark,blue,L,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,7,blue_dark,blue,L,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,8,blue_dark,blue,X4XL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,9,blue_dark,blue,X4XL,skirt,1,cold,street,no print
018973b9-3e05-4411-ae3b-daed8c972e2d,basha skirt bohck,7,blue_dark,blue,X4XL,skirt,1,cold,street,no print
018c269e-bc72-4161-a3f8-3a65eea2f9fe,livvy sweater block ,8,black,black,XXL,sweater,2,atemporal,street,no print
018c269e-bc72-4161-a3f8-3a65eea2f9fe,livvy sweater block ,8,black,black,XL,sweater,2,atemporal,street,no print
018c269e-bc72-4161-a3f8-3a65eea2f9fe,livvy sweater block ,8,black,black,L,sweater,2,atemporal,street,no print
018c269e-bc72-4161-a3f8-3a65eea2f9fe,livvy sweater block ,8,black,black,S,sweater,2,atemporal,street,no print
018c269e-bc72-4161-a3f8-3a65eea2f9fe,livvy sweater block ,8,black,black,M,sweater,2,atemporal,street,no print
01cf7c69-68a2-4aaf-85ef-95f2b3d3c14c,izaro jeans erin ,7,grey_dark,grey,XS,jeans,1,cold,casual,no print
01cf7c69-68a2-4aaf-85ef-95f2b3d3c14c,izaro jeans erin ,7,grey_dark,grey,XL,jeans,1,cold,casual,no print
01cf7c69-68a2-4aaf-85ef-95f2b3d3c14c,izaro jeans erin ,7,grey_dark,grey,L,jeans,1,cold,casual,no print
01cf7c69-68a2-4aaf-85ef-95f2b3d3c14c,izaro jeans erin ,7,grey_dark,grey,S,jeans,1,cold,casual,no print
01cf7c69-68a2-4aaf-85ef-95f2b3d3c14c,izaro jeans erin ,7,grey_dark,grey,M,jeans,1,cold,casual,no print
01d0f9c5-db6c-47fd-97ea-5bcf38c60870,objskinny jeans noos ,9,white,white,XS,jeans,1,cold,boho,no print
01d0f9c5-db6c-47fd-97ea-5bcf38c60870,objskinny jeans noos ,9,white,white,XL,jeans,1,cold,boho,no print
01d0f9c5-db6c-47fd-97ea-5bcf38c60870,objskinny jeans noos ,9,white,white,L,jeans,1,cold,boho,no print
01d0f9c5-db6c-47fd-97ea-5bcf38c60870,objskinny jeans noos ,9,white,white,S,jeans,1,cold,boho,no print
01d0f9c5-db6c-47fd-97ea-5bcf38c60870,objskinny jeans noos ,9,white,white,M,jeans,1,cold,boho,no print
020728e8-c674-486b-913f-6591a87619a1,lima foulard closet ,7,blue_dark,blue,UNQ,foulard,3,warm,boho,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,XS,sweater,2,cold,classic,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,XXL,sweater,2,cold,classic,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,XL,sweater,2,cold,classic,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,L,sweater,2,cold,classic,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,S,sweater,2,cold,classic,no print
020f5755-ae80-4921-8ee1-6285e1153ddf,vneck sweater light,9,gray_light,grey,M,sweater,2,cold,classic,no print
021367e3-0137-4490-9442-ce69046baadc,queen jeans slim,7,white,white,XXL,jeans,1,warm,street,no print
021367e3-0137-4490-9442-ce69046baadc,queen jeans slim,7,white,white,XXXL,jeans,1,warm,street,no print
021367e3-0137-4490-9442-ce69046baadc,queen jeans slim,7,white,white,XL,jeans,1,warm,street,no print
021367e3-0137-4490-9442-ce69046baadc,queen jeans slim,7,white,white,L,jeans,1,warm,street,no print
021367e3-0137-4490-9442-ce69046baadc,queen jeans slim,7,white,white,M,jeans,1,warm,street,no print
0228e13e-5fc3-43b7-b211-3b1208117721,onlultimate jeans reg ,8,blue,blue,XS,jeans,1,warm,casual,no print
0228e13e-5fc3-43b7-b211-3b1208117721,onlultimate jeans reg ,8,blue,blue,XL,jeans,1,warm,casual,no print
0228e13e-5fc3-43b7-b211-3b1208117721,onlultimate jeans reg ,8,blue,blue,L,jeans,1,warm,casual,no print
0228e13e-5fc3-43b7-b211-3b1208117721,onlultimate jeans reg ,8,blue,blue,S,jeans,1,warm,casual,no print
0228e13e-5fc3-43b7-b211-3b1208117721,onlultimate jeans reg ,8,blue,blue,M,jeans,1,warm,casual,no print
0235bddf-aec1-4d1d-98b6-302be490e652,objludmilla shorts print ,9,white,white,S,shorts,1,atemporal,boho,no print
0235bddf-aec1-4d1d-98b6-302be490e652,objludmilla shorts print ,9,white,white,M,shorts,1,atemporal,boho,no print
0235bddf-aec1-4d1d-98b6-302be490e652,objludmilla shorts print ,9,white,white,XL,shorts,1,atemporal,boho,no print
0235bddf-aec1-4d1d-98b6-302be490e652,objludmilla shorts print ,9,white,white,L,shorts,1,atemporal,boho,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,XS,top,2,cold,casual,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,XXL,top,2,cold,casual,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,XL,top,2,cold,casual,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,L,top,2,cold,casual,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,S,top,2,cold,casual,no print
025f5f8b-d69a-47fd-9e3a-1266d82b01ad,lovely top sweat ,9,gray_light,grey,M,top,2,cold,casual,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,XS,pant,1,cold,classic,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,XXL,pant,1,cold,classic,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,XL,pant,1,cold,classic,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,L,pant,1,cold,classic,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,S,pant,1,cold,classic,no print
026d606c-dad6-448b-9fd0-24ed281f59d2,isabella pant ankel ,8,black,black,M,pant,1,cold,classic,no print
02716889-035e-4ff7-87cd-d73729fd4c4b,manel sweater light ,8,blue,blue,UNQ,sweater,2,atemporal,casual,no print
028b4d7d-7bcf-48ae-b699-82981989f7e7,tifour shirt arav ,8,black,black,S,shirt,2,cold,casual,tartan
028b4d7d-7bcf-48ae-b699-82981989f7e7,tifour shirt arav ,8,black,black,XS,shirt,2,cold,casual,tartan
028b4d7d-7bcf-48ae-b699-82981989f7e7,tifour shirt arav ,8,black,black,M,shirt,2,cold,casual,tartan
028b4d7d-7bcf-48ae-b699-82981989f7e7,tifour shirt arav ,8,black,black,L,shirt,2,cold,casual,tartan
028c8294-8542-4883-9e6e-1290cd06c975,timon bag film,7,coral,orange,UNQ,bag,3,warm,night,leather
02d08e85-c02b-45bd-8578-154c29f891f3,look pant knitted ,9,blue_dark,blue,S,pant,1,warm,minimal,no print
02d08e85-c02b-45bd-8578-154c29f891f3,look pant knitted ,9,blue_dark,blue,M,pant,1,warm,minimal,no print
02d08e85-c02b-45bd-8578-154c29f891f3,look pant knitted ,9,blue_dark,blue,XL,pant,1,warm,minimal,no print
02d08e85-c02b-45bd-8578-154c29f891f3,look pant knitted ,9,blue_dark,blue,L,pant,1,warm,minimal,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,XS,shirt,2,warm,casual,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,XXL,shirt,2,warm,casual,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,XL,shirt,2,warm,casual,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,L,shirt,2,warm,casual,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,S,shirt,2,warm,casual,no print
02f02b75-d07a-4b2a-8eeb-90065eaf2958,bell tshirt desert ,9,black,black,M,shirt,2,warm,casual,no print
03000c2e-33e4-458a-9de1-deebbeed1de3,seersucker short lines ,7,black,black,XS,shorts,1,atemporal,boho,no print
03000c2e-33e4-458a-9de1-deebbeed1de3,seersucker short lines ,7,black,black,XL,shorts,1,atemporal,boho,no print
03000c2e-33e4-458a-9de1-deebbeed1de3,seersucker short lines ,7,black,black,L,shorts,1,atemporal,boho,no print
03000c2e-33e4-458a-9de1-deebbeed1de3,seersucker short lines ,7,black,black,S,shorts,1,atemporal,boho,no print
03000c2e-33e4-458a-9de1-deebbeed1de3,seersucker short lines ,7,black,black,M,shorts,1,atemporal,boho,no print
0306c734-daf2-408a-958d-f12024cce49a,johnson shirt bohck ,9,black,black,XXL,shirt,2,cold,boho,animal_print
0306c734-daf2-408a-958d-f12024cce49a,johnson shirt bohck ,9,black,black,XXXL,shirt,2,cold,boho,animal_print
0306c734-daf2-408a-958d-f12024cce49a,johnson shirt bohck ,9,black,black,XL,shirt,2,cold,boho,animal_print
0306c734-daf2-408a-958d-f12024cce49a,johnson shirt bohck ,9,black,black,L,shirt,2,cold,boho,animal_print
0306c734-daf2-408a-958d-f12024cce49a,johnson shirt bohck ,9,black,black,X4XL,shirt,2,cold,boho,animal_print
031261eb-e061-47a7-92dd-3c2a8bad05e7,liel top ceris,7,ecru,beige,S,top,2,warm,night,animal_print
031261eb-e061-47a7-92dd-3c2a8bad05e7,liel top ceris,7,ecru,beige,M,top,2,warm,night,animal_print
031261eb-e061-47a7-92dd-3c2a8bad05e7,liel top ceris,7,ecru,beige,L,top,2,warm,night,animal_print
0330df6b-538c-4bf8-a6c1-037816b66725,vironjo sweater knit,8,mustand,yellow,XS,sweater,2,cold,boho,no print
0330df6b-538c-4bf8-a6c1-037816b66725,vironjo sweater knit,8,mustand,yellow,XL,sweater,2,cold,boho,no print
0330df6b-538c-4bf8-a6c1-037816b66725,vironjo sweater knit,8,mustand,yellow,L,sweater,2,cold,boho,no print
0330df6b-538c-4bf8-a6c1-037816b66725,vironjo sweater knit,8,mustand,yellow,S,sweater,2,cold,boho,no print
0330df6b-538c-4bf8-a6c1-037816b66725,vironjo sweater knit,8,mustand,yellow,M,sweater,2,cold,boho,no print
0347502f-8715-48dd-955b-b2e0e923750f,thea bag sew ,7,gold,yellow,UNQ,bag,3,warm,night,leather
035b64da-ee33-44a3-9751-78758faf650e,knit skirt lala ,8,black,black,UNQ,skirt,1,atemporal,street,no print
036a109f-48db-4e5d-8799-3a6d498ec081,moon skirt soft ,9,blue_dark,blue,S,skirt,1,cold,street,no print
036a109f-48db-4e5d-8799-3a6d498ec081,moon skirt soft ,9,blue_dark,blue,M,skirt,1,cold,street,no print
036a109f-48db-4e5d-8799-3a6d498ec081,moon skirt soft ,9,blue_dark,blue,XL,skirt,1,cold,street,no print
036a109f-48db-4e5d-8799-3a6d498ec081,moon skirt soft ,9,blue_dark,blue,L,skirt,1,cold,street,no print
036f0b35-2dbc-497e-ad07-c30e4615153d,bsullon tshirt nice ,8,grey_dark,grey,XS,shirt,2,warm,street,no print
036f0b35-2dbc-497e-ad07-c30e4615153d,bsullon tshirt nice ,8,grey_dark,grey,XL,shirt,2,warm,street,no print
036f0b35-2dbc-497e-ad07-c30e4615153d,bsullon tshirt nice ,8,grey_dark,grey,L,shirt,2,warm,street,no print
036f0b35-2dbc-497e-ad07-c30e4615153d,bsullon tshirt nice ,8,grey_dark,grey,S,shirt,2,warm,street,no print
036f0b35-2dbc-497e-ad07-c30e4615153d,bsullon tshirt nice ,8,grey_dark,grey,M,shirt,2,warm,street,no print
0373bba2-9fd5-4775-a309-ec41bdc8f025,onlmirinda pant basic ,9,khaki,green,S,pant,1,cold,boho,no print
0373bba2-9fd5-4775-a309-ec41bdc8f025,onlmirinda pant basic ,9,khaki,green,XS,pant,1,cold,boho,no print
0373bba2-9fd5-4775-a309-ec41bdc8f025,onlmirinda pant basic ,9,khaki,green,M,pant,1,cold,boho,no print
0373bba2-9fd5-4775-a309-ec41bdc8f025,onlmirinda pant basic ,9,khaki,green,L,pant,1,cold,boho,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,XXL,dress,1,atemporal,night,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,XXXL,dress,1,atemporal,night,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,XL,dress,1,atemporal,night,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,L,dress,1,atemporal,night,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,S,dress,1,atemporal,night,no print
037e7c44-62da-4975-84f8-797836cba58e,byhalima dress slip ,9,green,green,M,dress,1,atemporal,night,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,8,black,black,S,skirt,1,warm,classic,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,9,black,black,S,skirt,1,warm,classic,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,8,black,black,M,skirt,1,warm,classic,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,9,black,black,M,skirt,1,warm,classic,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,8,black,black,L,skirt,1,warm,classic,no print
03d8aa2b-4754-482d-b483-662128ac98f9,polly skirt gold ,9,black,black,L,skirt,1,warm,classic,no print
03e0ae12-5abc-42c2-9e4e-bb759917cb15,nmginger jacket noisy ,8,yellow,yellow,XS,jacket,3,atemporal,casual,no print
03e0ae12-5abc-42c2-9e4e-bb759917cb15,nmginger jacket noisy ,8,yellow,yellow,XL,jacket,3,atemporal,casual,no print
03e0ae12-5abc-42c2-9e4e-bb759917cb15,nmginger jacket noisy ,8,yellow,yellow,L,jacket,3,atemporal,casual,no print
03e0ae12-5abc-42c2-9e4e-bb759917cb15,nmginger jacket noisy ,8,yellow,yellow,S,jacket,3,atemporal,casual,no print
03e0ae12-5abc-42c2-9e4e-bb759917cb15,nmginger jacket noisy ,8,yellow,yellow,M,jacket,3,atemporal,casual,no print
0418339c-f5c4-4334-9efd-320518cde5f1,power jeans hold ,7,black,black,XXL,jeans,1,warm,street,no print
0418339c-f5c4-4334-9efd-320518cde5f1,power jeans hold ,7,black,black,M,jeans,1,warm,street,no print
0418339c-f5c4-4334-9efd-320518cde5f1,power jeans hold ,7,black,black,XL,jeans,1,warm,street,no print
0418339c-f5c4-4334-9efd-320518cde5f1,power jeans hold ,7,black,black,L,jeans,1,warm,street,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,XS,top,2,atemporal,boho,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,XXL,top,2,atemporal,boho,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,XL,top,2,atemporal,boho,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,L,top,2,atemporal,boho,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,S,top,2,atemporal,boho,no print
04187d66-66b7-4801-830f-89617ac3c9ad,belle top bobble ,9,blue_dark,blue,M,top,2,atemporal,boho,no print
